,Temp_Avg_C,Temp_Max_C,Temp_Min_C,Humidity_%,WindSpeed_ms,Solar_MJm2day,Rainfall_mm,ET0_mm_day,es_kPa,ea_kPa,VPD_kPa,Rn_MJm2day,Ra_MJm2day,Month
2022-04-29,15.67,19.6,12.57,58.51,6.31,20.13,7.5,4.753395123262636,1.8685820345999273,1.0933073484444173,0.77527468615551,11.283878278466993,35.45302241729377,4
2022-04-30,18.27,25.37,11.79,49.39,4.39,27.23,0.0,6.106768420480762,2.3107636283918715,1.1412861560627454,1.1694774723291261,14.290027186166654,35.37519743536991,4
2022-05-01,19.63,27.03,11.06,41.98,1.76,29.67,0.0,5.599634294469129,2.444789435607257,1.0263226050679264,1.4184668305393306,14.971405533114572,35.297359754760265,5
2022-05-02,22.07,30.7,13.09,25.84,3.23,27.42,0.0,7.425417860481452,2.9615202371648772,0.7652568292834043,2.1962634078814727,12.993261418820143,35.21957794419243,5
2022-05-03,22.92,32.29,13.6,20.31,4.79,29.04,0.0,9.43843552826249,3.195414925877797,0.6489887714457805,2.546426154432017,13.038311411893016,35.141920568972076,5
2022-05-04,20.42,28.21,12.83,35.83,4.56,30.07,0.0,7.6463577022605955,2.653796082185974,0.9508551362472345,1.7029409459387392,14.687332498280197,35.064456117259844,5
2022-05-05,19.89,27.68,12.2,36.81,3.52,29.77,0.01,6.89447515911105,2.565619260852422,0.9444044499197767,1.6212148109326456,14.589099007040883,34.98725292705555,5
2022-05-06,20.4,27.58,12.81,38.11,3.09,30.19,0.0,6.640535602902258,2.583863902389107,0.9847105332004886,1.5991533691886184,14.827797884788843,34.91037911397157,5
2022-05-07,23.64,31.18,15.13,23.36,1.61,28.88,0.0,6.099220058793176,3.129253773135582,0.730993681404472,2.3982600917311103,13.147966568715564,34.83390249987373,5
2022-05-08,24.34,33.18,15.42,21.36,2.14,29.59,0.0,7.027951400827472,3.416583355328966,0.729782204698267,2.686801150630699,13.212670649424973,34.75789054246444,5
2022-05-09,26.01,35.48,15.6,19.03,2.44,29.57,0.0,7.680567273029178,3.772962413597965,0.7179947473076929,3.0549676662902723,12.96199232420466,34.68241026587882,5
2022-05-10,25.56,32.51,19.11,18.74,4.14,30.37,0.0,9.292583187475534,3.5530257458952645,0.6658370247807726,2.8871887211144918,12.999817861637219,34.60752819236122,5
2022-05-11,23.71,31.49,15.19,24.95,3.14,30.06,0.0,7.724682883794387,3.1728833727700794,0.7916344015061348,2.3812489712639446,13.645772440673854,34.533310275085334,5
2022-05-12,23.55,30.8,16.31,24.66,4.18,28.72,0.0,8.453396347208798,3.1481475609641425,0.7763331885337575,2.371814372430385,13.072240143395192,34.45982183217774,5
2022-05-13,23.78,31.27,16.58,23.24,2.79,28.95,0.0,7.393360675008411,3.22443202321481,0.7493580021951218,2.475074021019688,12.98980802948775,34.38712748200041,5
2022-05-14,25.77,33.82,17.5,19.56,2.22,29.76,0.0,7.229753101700408,3.6330838591032597,0.7106312028405976,2.9224526562626623,12.865273718628025,34.31529107974465,5
2022-05-15,26.44,35.04,18.33,15.13,3.35,30.13,0.0,8.925576319635258,3.871165158080359,0.5857072884175584,3.2854578696628005,12.308032142001922,34.24437565538434,5
2022-05-16,27.32,36.02,19.04,12.45,3.32,30.39,0.0,9.129989029828442,4.075201469958132,0.5073625830097874,3.567838886948344,11.87459507322489,34.17444335303346,5
2022-05-17,27.14,35.75,18.44,12.79,3.66,30.83,0.0,9.474494588239349,3.990888202200728,0.5104346010614731,3.480453601139255,12.047232985813285,34.10555537174866,5
2022-05-18,28.21,36.68,19.52,14.55,3.91,30.31,0.0,9.855359129826475,4.217984213642785,0.6137167030850252,3.6042675105577597,12.185810623683722,34.03777190781437,5
2022-05-19,29.72,38.46,20.88,14.28,4.6,30.57,0.0,11.088011470242527,4.630027704383776,0.6611679561860032,3.968859748197773,12.202639660205122,33.97115209854441,5
2022-05-20,29.79,38.3,21.79,16.52,5.07,29.98,0.0,11.515639113113625,4.671629229323006,0.7717531486841606,3.8998760806388457,12.404935990879206,33.905753967630474,5
2022-05-21,28.52,35.92,21.2,20.95,3.3,29.57,0.0,8.804246951574989,4.216346292725657,0.883324548326025,3.3330217443996317,12.874003157285095,33.841634372064725,5
2022-05-22,28.25,36.46,19.48,19.05,2.09,28.8,0.0,7.255468559746814,4.17832766702533,0.7959714205683255,3.3823562464570047,12.351400652421765,33.77884895066062,5
2022-05-23,29.8,38.86,23.06,30.58,2.85,27.66,0.01,8.426840387794547,4.8793724907863565,1.4921121076824677,3.3872603831038886,13.67205923476019,33.71745207419268,5
2022-05-24,30.76,39.33,22.31,29.37,4.21,27.04,0.0,9.780919761630368,4.905289528733423,1.4406835345890063,3.4646059941444167,13.282305787872467,33.65749679717332,5
2022-05-25,29.4,37.4,22.57,19.23,3.66,30.67,0.0,9.709853526494305,4.5750074230966025,0.8797739274614766,3.695233495635126,12.932916218720928,33.59903481128183,5
2022-05-26,27.64,35.41,19.66,23.75,3.36,30.09,0.0,8.658261896578095,4.02043673597562,0.9548537247942097,3.0655830111814106,13.317350316530007,33.54211640045787,5
2022-05-27,28.87,36.28,21.46,18.67,2.76,29.88,0.0,8.245636493059868,4.295513795955404,0.801972425704874,3.4935413702505302,12.493727042575182,33.48679039766954,5
2022-05-28,29.31,34.79,22.77,21.32,2.11,25.42,0.01,6.784415513930516,4.164169093707253,0.8878008507783863,3.2763682429288665,11.348447068016226,33.43310414336337,5
2022-05-29,30.21,36.29,23.17,24.92,1.81,24.73,0.01,6.453311404047681,4.437318369033639,1.1057797375631828,3.3315386314704556,11.591824973974806,33.38110344560167,5
2022-05-30,30.73,38.93,23.5,18.57,2.49,28.91,0.0,8.229599420862995,4.930385314786575,0.9155725529558669,4.014812761830708,12.22375849719565,33.33083254189022,5
2022-05-31,29.32,39.15,18.85,10.52,2.7,32.32,0.0,8.702357789661813,4.612438589471975,0.4852285396124518,4.1272100498595234,11.587809257871436,33.28233406269773,5
2022-06-01,31.84,40.13,23.28,19.47,2.66,27.3,0.0,8.376357032133594,5.142119213486013,1.0011706108657266,4.140948602620286,11.88978689652107,33.23564899666656,6
2022-06-02,31.54,39.05,24.92,24.65,3.02,27.43,0.0,8.725860964691702,5.081485372964472,1.2525861444357422,3.828899228528729,12.660832682583683,33.19081665751231,6
2022-06-03,32.21,40.07,24.57,23.09,3.51,25.52,0.0,9.286099420650338,5.245357822523254,1.2111531212206195,4.0342047013026345,11.807212741246502,33.14787465260905,6
2022-06-04,32.91,40.9,25.55,16.97,2.21,27.99,0.0,7.945549775415465,5.504932195548857,0.934186993584641,4.5707452019642165,11.6534902256801,33.1068588532552,6
2022-06-05,32.33,40.65,25.85,18.11,3.71,24.44,0.01,9.917403006156249,5.48336366191647,0.9930371591730726,4.490326502743398,10.725024093105128,33.06780336661391,6
2022-06-06,32.59,39.96,26.34,18.4,2.59,29.61,0.0,8.607028122805128,5.394749754304787,0.9926339547920807,4.402115799512706,12.352599019672466,33.03074050932124,6
2022-06-07,32.64,41.12,24.41,13.92,3.3,30.12,0.0,9.794837921367975,5.442769086729404,0.757633456872733,4.6851356298566715,11.599472527951331,32.995700782754085,6
2022-06-08,33.1,41.95,24.44,12.16,2.78,30.61,0.0,9.134480796371802,5.620539564615971,0.6834576110573021,4.9370819535586685,11.31322909262495,32.96271284994958,6
2022-06-09,34.25,42.16,27.18,11.24,1.69,30.41,0.0,7.244569776420772,5.935643715160043,0.6671663535839888,5.268477361576054,10.950896270272231,32.93180351416683,6
2022-06-10,34.45,42.39,25.71,13.58,2.34,30.38,0.0,8.380556187003707,5.836338950969667,0.7925748295416808,5.043764121427986,11.58295680282545,32.9029976990817,6
2022-06-11,34.32,41.81,27.08,18.47,3.44,30.06,0.0,10.069798615843162,5.849788201430982,1.0804558808043023,4.76933232062668,12.570748768046318,32.87631843060483,6
2022-06-12,33.85,41.3,26.8,21.7,3.13,27.95,0.0,9.298889555278055,5.712954742105956,1.2397111790369926,4.473243563068964,12.449964186201957,32.85178682031331,6
2022-06-13,32.9,39.11,26.63,27.79,2.68,29.85,0.41,8.475606076115863,5.260767572003015,1.4619673082596378,3.7988002637433773,13.962926819734458,32.82942205048598,6
2022-06-14,32.84,40.35,26.23,21.5,2.99,30.41,0.0,9.235489944562849,5.460861320604591,1.174085183929987,4.286776136674604,13.154023657653628,32.80924136073296,6
2022-06-15,32.63,40.48,24.61,14.43,2.61,30.62,0.0,8.62946828138041,5.330662380603131,0.7692145815210316,4.561447799082099,11.733015441757946,32.79126003620955,6
2022-06-16,33.8,40.9,24.87,14.39,1.18,30.81,0.0,6.235707851537541,5.440071879982809,0.7828263435295262,4.657245536453283,11.783873273239541,32.77549139740569,6
2022-06-17,33.48,40.91,26.25,17.04,3.42,30.23,0.0,9.89922140157243,5.576174210586878,0.9501800854840039,4.625994125102874,12.204616888011671,32.76194679150197,6
2022-06-18,33.15,40.8,24.74,13.6,1.87,30.9,0.0,7.433480790457776,5.407493856124101,0.7354191644328778,4.672074691691224,11.603867108541774,32.750635585283916,6
2022-06-19,34.3,42.5,26.15,11.55,2.36,30.47,0.0,8.429550288338852,5.904070544928228,0.6819201479392103,5.222150396989018,10.990364214801344,32.741565159607,6
2022-06-20,34.3,42.41,26.08,11.98,2.3,29.06,0.0,8.203741524214717,5.877287940309662,0.7040990952490975,5.173188845060564,10.748339930648111,32.73474090540488,6
2022-06-21,34.48,41.81,26.75,15.45,2.16,29.19,0.0,7.959366064747945,5.81542465429691,0.8984831090888726,4.916941545208037,11.581428960459704,32.73016622123478,6
2022-06-22,34.62,40.94,28.66,23.36,2.66,27.71,0.0,8.585246742962612,5.840428525238129,1.3643241034956268,4.476104421742502,12.620648647115734,32.727842512354016,6
2022-06-23,34.58,42.39,26.54,19.11,2.75,28.78,0.0,8.95499861187183,5.919340251501971,1.1311859220620266,4.788154329439944,12.270867669478045,32.72776919132266,6
2022-06-24,34.63,42.36,26.89,15.95,2.56,29.52,0.0,8.742418712196296,5.948843656561187,0.9488405632215093,5.000003093339678,11.820920654660329,32.729943680128166,6
2022-06-25,34.69,42.94,26.19,12.15,2.84,30.49,0.0,9.294018074957346,6.005979946140824,0.7297265634561101,5.276253382684715,11.172645736887885,32.73436141382843,6
2022-06-26,33.52,42.8,24.24,8.49,3.15,30.66,0.0,9.785747570571504,5.788515452703403,0.4914449619345189,5.297070490768884,10.183201524081712,32.74101584571062,6
2022-06-27,33.38,43.37,23.88,8.64,3.19,29.47,0.0,9.93584074966366,5.885105129556405,0.5084730831936735,5.376632046362731,10.000193633552572,32.74989845396374,6
2022-06-28,34.21,43.81,24.75,7.94,2.73,30.33,0.0,9.168965740931581,6.066120603194145,0.4816499758936151,5.58447062730053,9.934091854132436,32.760998749863845,6
2022-06-29,35.17,43.74,25.88,9.35,2.44,24.29,0.0,8.174647112906001,6.158168588557303,0.5757887630301078,5.5823798255271955,9.020889123723208,32.77430428747153,6
2022-06-30,35.83,43.87,28.96,9.68,2.35,28.63,0.0,8.48327601482969,6.517917945870643,0.6309344571602782,5.8869834887103645,10.01929093671633,32.789800674841665,6
2022-07-01,35.9,43.95,27.33,8.88,2.28,27.03,0.0,8.085250387908697,6.3559566296695795,0.5644089487146587,5.7915476809549205,9.480381164138203,32.80747158674655,7
2022-07-02,35.88,43.83,27.3,11.36,1.53,25.04,0.0,6.5674117288343865,6.324627723551177,0.7184777093954137,5.606150014155763,9.658611378641751,32.82729877891375,7
2022-07-03,36.48,44.02,28.24,12.19,1.96,28.47,0.0,7.7044606423593756,6.471503602029902,0.788876289087445,5.682627312942457,10.732358663109743,32.849262103780745,7
2022-07-04,37.44,44.89,31.49,9.62,1.46,28.93,0.0,6.848634497100192,7.073928865032924,0.6805119568161673,6.393416908216757,10.086890014070311,32.87333952776863,7
2022-07-05,36.29,43.72,27.91,15.83,2.44,26.23,0.0,8.373023076021898,6.3647614089165465,1.0075417310314894,5.357219677885057,10.96535037937248,32.89950715007785,7
2022-07-06,35.34,43.49,27.18,14.29,2.93,28.08,0.0,9.393406598222134,6.233007394093007,0.8906967566158907,5.342310637477116,11.166654811959294,32.92773922300898,7
2022-07-07,35.37,43.1,27.41,15.47,3.4,29.42,0.0,10.169089037303962,6.168376023414706,0.9542477708222551,5.214128252592451,11.819756886338025,32.95800817381154,7
2022-07-08,35.64,43.2,27.89,15.44,2.45,29.8,0.0,8.719929693246447,6.242953448541373,0.9639120124547879,5.279041436086585,11.94359320887434,32.99028462806468,7
2022-07-09,34.32,41.66,27.48,16.2,3.83,29.97,0.0,10.684573345160949,5.860306317442828,0.9493696234257382,4.9109366940170895,12.096968902273836,33.024537434592276,7
2022-07-10,33.01,40.16,26.02,23.34,3.15,29.25,0.0,9.23654109221502,5.402077924484512,1.2608449875746852,4.141232936909827,13.164222156503381,33.06073369191619,7
2022-07-11,32.99,39.88,25.71,19.38,3.64,29.4,0.0,9.880384798794177,5.316408395918151,1.0303199471289377,4.286088448789213,12.493748059271423,33.09883877625002,7
2022-07-12,32.77,40.18,25.43,15.41,3.77,29.73,0.0,10.269836547928723,5.348244707841321,0.8241645094783476,4.524080198362974,11.832712076536389,33.13881637103589,7
2022-07-13,33.83,41.74,25.08,12.89,2.14,30.65,0.0,8.008392126452067,5.635264037788927,0.7263855344709927,4.9088785033179345,11.592834529855379,33.180628498026124,7
2022-07-14,34.01,41.47,25.73,13.06,1.75,30.17,0.0,7.285679046940964,5.640777574776872,0.7366855512658594,4.904092023511013,11.50520697684123,33.22423554991084,7
2022-07-15,33.47,40.86,25.61,16.63,2.64,29.4,0.0,8.680160676430997,5.50257962214941,0.9150789911634469,4.587500630985963,12.078719224478563,33.26959632449173,7
2022-07-16,33.67,41.1,25.27,18.52,1.85,29.49,0.0,7.486368997710267,5.519103118553136,1.0221378975560407,4.496965220997095,12.520380556269442,33.31666806040145,7
2022-07-17,33.7,40.84,25.77,19.07,2.43,29.45,0.0,8.363768935219275,5.514136691877501,1.0515458671410394,4.462590824736461,12.618172576257622,33.3654064743666,7
2022-07-18,34.29,41.76,26.07,18.22,3.17,29.81,0.0,9.613081392746096,5.735757797822681,1.0450550707632926,4.690702727059389,12.648209329501219,33.415765800011414,7
2022-07-19,33.88,40.9,26.53,16.0,4.05,30.32,0.0,10.829594196411241,5.602508279576437,0.8964013247322299,4.706106954844207,12.305417206536752,33.46769882819743,7
2022-07-20,33.29,40.7,25.56,13.57,4.16,30.29,0.0,10.987671653670619,5.465122818994616,0.7416171665375695,4.723505652457047,11.767397205013495,33.52115694889309,7
2022-07-21,33.43,41.23,25.16,13.75,2.7,29.85,0.0,8.886491439720572,5.535562104636542,0.7611397893875246,4.7744223152490175,11.735353914243651,33.576090194565666,7
2022-07-22,35.0,42.21,27.89,12.39,1.02,29.06,0.0,5.9785216466425775,6.022814592642783,0.7462267280284409,5.276587864614342,11.219680292434852,33.63244728508543,7
2022-07-23,35.1,43.01,26.67,13.64,2.36,29.95,0.0,8.58668332450505,6.070491985508653,0.8280151068233802,5.242476878685273,11.845524803461212,33.690175674130785,7
2022-07-24,34.45,41.87,26.0,15.13,1.47,30.07,0.0,6.961050240220813,5.752282579906948,0.8703203543399214,4.881962225567027,12.207299793395917,33.749221597080194,7
2022-07-25,35.11,42.74,28.04,14.73,1.41,29.97,0.0,7.000126219062004,6.155920477835601,0.9067670863851842,5.249153391450417,12.144783267206202,33.809530120375115,7
2022-07-26,34.43,42.26,26.01,15.43,2.12,29.34,0.0,8.084285083475711,5.8375179702761635,0.900729022813612,4.936788947462551,12.123337439683429,33.871045192335124,7
2022-07-27,34.52,42.05,26.28,14.56,1.38,29.31,0.0,6.764224668434806,5.8189986802968425,0.8472462078512203,4.971752472445623,11.936160689564717,33.93370969540434,7
2022-07-28,34.32,41.93,26.61,11.94,2.85,29.11,0.0,9.247802878461728,5.826712452764708,0.6957094668601062,5.131002985904602,11.287986964572877,33.99746549980542,7
2022-07-29,34.91,42.61,27.06,11.44,4.52,29.07,0.0,11.932976037639047,6.0216377652131055,0.6888753603403793,5.332762404872726,11.193338205742032,34.062253518574536,7
2022-07-30,34.99,43.03,26.55,11.52,3.27,29.37,0.0,10.095343590740647,6.062700403165266,0.6984230864446386,5.364277316720628,11.34344020881545,34.12801376394815,7
2022-07-31,35.6,43.47,27.7,13.8,3.01,28.3,0.0,9.696903693527233,6.284022268456553,0.8671950730470044,5.416827195409549,11.625364944662518,34.19468540506897,7
2022-08-01,35.11,42.88,26.79,14.83,2.53,28.62,0.0,8.81770744321164,6.053650335648428,0.8977563447766619,5.155893990871767,11.955049134265886,34.26220682697617,8
2022-08-02,36.35,43.23,28.05,14.0,1.2,28.49,0.0,6.464154759934506,6.267359302870491,0.8774303024018688,5.389929000468623,11.767960122015145,34.330515690840784,8
2022-08-03,35.1,42.65,26.74,15.53,2.9,28.55,0.0,9.36391425036811,5.997204935239049,0.9313659264426243,5.0658390087964245,12.12405359767376,34.39954899540504,8
2022-08-04,35.45,42.37,26.53,13.73,1.7,27.42,0.0,7.161063075404703,5.91393689490038,0.8119835356698222,5.101953359230558,11.418870906412353,34.46924313958027,8
2022-08-05,36.07,43.06,27.77,15.77,1.56,24.82,0.0,6.815978729964686,6.1981309985053645,0.977445258464296,5.220685740041069,11.058634946181567,34.539533986155426,8
2022-08-06,36.91,43.71,30.07,16.65,1.88,25.88,0.01,7.665272229696792,6.612416402284172,1.1009673309803145,5.511449071303858,11.628001134855666,34.6103569265643,8
2022-08-07,36.75,42.89,31.23,16.71,1.92,27.03,0.0,7.8493119946982635,6.570944371584013,1.0980048044916886,5.472939567092324,12.011244485251355,34.68164694665662,8
2022-08-08,35.97,43.28,28.98,14.91,4.96,27.7,0.0,12.618878191914277,6.383806165477413,0.9518254992726823,5.431980666204731,11.886868536304702,34.753338693414534,8
2022-08-09,35.11,41.62,29.04,15.68,5.64,27.09,0.0,13.082336820070068,6.0258141300671095,0.9448476555945228,5.080966474472587,11.799564001391557,34.82536654255285,8
2022-08-10,34.23,40.89,27.96,15.14,3.79,26.95,0.0,10.47548967172244,5.751926474598762,0.8708416682542526,4.88108480634451,11.647160492014379,34.89766466693782,8
2022-08-11,35.26,42.54,27.39,16.29,1.7,26.1,0.0,7.23301283797881,6.041076467241784,0.9840913565136866,5.056985110728098,11.681162032546135,34.97016710575613,8
2022-08-12,36.21,43.14,27.52,15.85,1.55,27.08,0.0,7.072829663292044,6.189218171667146,0.9809910802092426,5.208227091457903,11.973869515084608,35.04280783436236,8
2022-08-13,35.9,43.2,29.29,16.75,2.58,27.06,0.0,9.013291493001015,6.401709398047627,1.0722863241729776,5.32942307387465,12.174273501374634,35.115520834729935,8
2022-08-14,34.68,41.84,27.43,17.21,2.82,26.32,0.0,9.050410750337774,5.893282576879235,1.0142339314809163,4.879048645398319,11.952540446328527,35.188240166427605,8
2022-08-15,34.34,41.89,27.62,14.02,2.86,27.85,0.0,9.392705095737309,5.924395309683409,0.8306002224176139,5.0937950872657956,11.876398530135281,35.26090003804018,8
2022-08-16,34.45,43.59,25.56,9.79,2.97,27.95,0.0,9.781982180790472,6.092007743325889,0.5964075580716044,5.495600185254284,11.059093010732182,35.33343487894943,8
2022-08-17,35.16,43.64,26.66,11.05,3.09,26.98,0.0,9.889731689846675,6.213511649733716,0.6865930372955756,5.52691861243814,11.099569478145408,35.40577941138828,8
2022-08-18,35.02,43.47,25.87,13.59,2.82,26.26,0.0,9.271755839496775,6.094667691454403,0.8282653392686534,5.26640235218575,11.447746314447315,35.47786872267841,8
2022-08-19,35.51,43.09,28.18,14.95,1.8,27.1,0.0,7.658803425281726,6.249975457210176,0.9343713308529213,5.315604126357255,11.975514617375826,35.54963833755908,8
2022-08-20,35.48,43.61,27.77,13.84,3.31,26.9,0.0,10.27830315597665,6.323942619460901,0.8752336585333886,5.448708960927513,11.737773047969297,35.621024290512494,8
2022-08-21,35.09,42.65,27.64,12.97,1.74,26.14,0.0,7.381208236809156,6.0922554858043165,0.7901655365088199,5.302089949295497,11.319539200191349,35.69196319798843,8
2022-08-22,34.85,42.43,27.89,13.84,3.07,27.19,0.0,9.782354363973898,6.070887342587657,0.8402108082141316,5.230676534373525,11.831556876035785,35.762392330429506,8
2022-08-23,33.61,41.81,25.62,9.33,2.91,27.33,0.0,9.426617493249513,5.702067313070966,0.5320028803095211,5.1700644327614445,10.950218998187822,35.832249683995464,8
2022-08-24,34.25,42.57,26.07,12.11,2.64,26.79,0.0,9.025736554789228,5.9115223794754606,0.7158853601544782,5.195637019320983,11.431073655800663,35.9014740518843,8
2022-08-25,34.04,42.45,26.98,20.15,4.11,26.27,0.0,11.08654036255906,5.977966885897514,1.204560327508349,4.773406558389165,12.68296643593056,35.970005095145765,8
2022-08-26,34.81,42.13,28.17,18.23,2.5,24.62,0.0,8.547542264161121,6.036311629914179,1.100419610133355,4.935892019780824,11.80016310214632,36.037783412881716,8
2022-08-27,34.16,41.57,27.44,20.76,3.09,21.87,0.0,8.987747644396606,5.836976854409401,1.2117563949753918,4.62522045943401,11.10754000942665,36.104750611727084,8
2022-08-28,34.05,41.87,26.8,18.56,3.09,24.03,0.0,9.322757867349432,5.83342246201063,1.082683208949173,4.750739253061457,11.65281231822868,36.17084937450373,8
2022-08-29,34.91,42.21,29.26,15.8,2.09,21.88,0.0,7.7151681903037606,6.178049970047235,0.9761318952674631,5.201918074779772,10.561512021727147,36.23602352793982,8
2022-08-30,34.94,42.74,27.08,14.55,2.42,25.71,0.0,8.594428878940624,6.052602998167048,0.8806537362333056,5.171949261933742,11.681547179035736,36.30021810934611,8
2022-08-31,34.52,42.81,26.9,14.48,1.89,25.6,0.0,7.729289167811031,6.049400913010667,0.8759532522039447,5.173447660806723,11.65625161897838,36.363379432141315,8
2022-09-01,34.64,42.66,26.48,14.05,1.56,24.74,0.0,6.9836947347540095,5.9727686838352225,0.8391740000788488,5.133594683756374,11.317827548125557,36.42545515011838,9
2022-09-02,33.95,42.04,26.63,17.04,2.82,22.91,0.0,8.903546553248958,5.852437992920132,0.9972554339935905,4.855182558926542,11.138779154918826,36.48639432034443,9
2022-09-03,34.33,43.58,26.37,12.48,2.59,25.6,0.0,9.128041719492723,6.170030849313219,0.7700198499942899,5.40001099931893,11.381110877352095,36.5461474645875,9
2022-09-04,35.37,44.02,27.27,12.32,2.74,24.89,0.0,9.324454249502509,6.3660699040029645,0.7842998121731652,5.581770091829799,11.151758259346574,36.60466662916467,9
2022-09-05,35.12,41.04,28.99,17.01,2.08,22.55,0.0,7.554920375214546,5.898857360763513,1.0033956370658736,4.89546172369764,11.024369639539195,36.66190544310728,9
2022-09-06,35.13,41.46,28.83,15.15,2.67,23.07,0.0,8.648427420032723,5.967841819784778,0.9041280356973939,5.063713784087384,10.97577880776826,36.717819174540594,9
2022-09-07,33.94,41.98,26.56,16.1,3.1,19.63,0.0,9.03712455980572,5.832339466699441,0.9390066541386101,4.893332812560831,9.948761579279438,36.77236478517707,9
2022-09-08,34.67,41.43,27.69,14.24,1.76,23.09,0.0,7.109149141472477,5.834413579255013,0.8308204936859139,5.0035930855691,10.880840143297828,36.825500982825005,9
2022-09-09,33.8,41.44,26.84,16.54,2.42,22.92,0.0,8.233637369195687,5.746399305081817,0.9504544450605324,4.795944860021285,11.15666699341081,36.87718827181594,9
2022-09-10,33.67,40.85,27.08,19.12,3.33,17.69,0.0,8.890663944520119,5.649230351160941,1.080132843141972,4.569097508018969,9.534749637810844,36.92738900125799,9
2022-09-11,32.48,39.51,27.12,26.66,3.82,24.13,0.0,9.749944383241951,5.387839832215729,1.4363980992687133,3.9514417329470155,12.748703223781302,36.97606741102424,9
2022-09-12,32.06,40.02,24.98,16.15,4.11,24.54,0.0,10.66402871334382,5.273742418281177,0.85170940055241,4.422033017728767,11.664365234215524,37.0231896753892,9
2022-09-13,31.84,40.18,24.4,14.6,4.04,24.41,0.0,10.659639021215295,5.25148800401034,0.7667172485855096,4.48477075542483,11.424788366332663,37.068723944229795,9
2022-09-14,31.76,40.86,23.64,13.01,3.58,24.65,0.0,10.223022549071052,5.320243381462259,0.6921636639282398,4.628079717534019,11.306123964774095,37.112640381710634,9
2022-09-15,32.59,41.43,24.63,15.31,3.23,24.54,0.0,9.703187461239086,5.527610320542192,0.8462771400750096,4.681333180467182,11.63062827350041,37.154911202377846,9
2022-09-16,31.99,40.91,23.9,16.19,2.59,24.18,0.0,8.578946267157407,5.353482459931728,0.8667288102629468,4.486753649668781,11.62666324028719,37.19551070458956,9
2022-09-17,32.35,40.07,27.06,14.35,2.81,22.96,0.0,8.922724703927168,5.490541823074004,0.7878927516111195,4.702649071462885,10.933264208441077,37.23441530121572,9
2022-09-18,30.3,38.55,23.8,18.29,3.46,21.82,0.0,9.262309373260942,4.886308104044529,0.8937057522297442,3.992602351814785,10.976946471909843,37.27160354754443,9
2022-09-19,29.86,37.88,22.02,23.98,3.38,22.42,0.0,8.67687154996757,4.6145239600929955,1.1065628456303003,3.507961114462695,11.72536678709967,37.3070561663369,9
2022-09-20,31.22,37.88,25.3,22.21,2.39,22.05,0.0,7.573584390026893,4.903359783026325,1.0890362078101468,3.8143235752161777,11.442943590882614,37.3407560699779,9
2022-09-21,30.5,36.23,25.76,27.28,2.85,16.61,0.02,7.2009701991168455,4.665212308481607,1.2726699177537824,3.3925423907278245,9.573790501108727,37.372688379674045,9
2022-09-22,29.85,36.61,24.1,29.72,2.19,21.38,0.0,6.881093626278659,4.57230877535825,1.3588901680364718,3.2134186073217785,11.73806852294846,37.4028404416571,9
2022-09-23,28.84,34.55,22.55,30.76,3.73,20.92,0.02,8.019005099562206,4.109103538659356,1.2639602484916181,2.845143290167738,11.5086134416573,37.431201840355286,9
2022-09-24,30.09,37.16,22.77,29.52,3.34,20.44,0.84,8.028714187774357,4.550148379409302,1.3432038016016261,3.2069445778076764,11.34125593580039,37.45776440850089,9
2022-09-25,28.0,33.52,24.05,43.84,3.7,12.74,0.95,6.2817263704232005,4.085810113097869,1.7912191535821058,2.294590959515763,8.32077542865887,37.482522234148156,9
2022-09-26,28.43,35.28,22.89,47.55,4.65,20.43,0.0,7.767130335495245,4.250541298767769,2.021132387564074,2.229408911203695,12.296373594743851,37.5054716645811,9
2022-09-27,28.43,34.14,23.69,32.51,3.79,21.49,0.0,8.13594590820431,4.144854662871405,1.347492250899494,2.7973624119719114,11.884148936560333,37.52661130709677,9
2022-09-28,25.43,30.88,20.67,22.15,3.96,21.8,0.0,8.280120791147175,3.4495145063263903,0.7640674631512954,2.685447043175095,11.1848008071939,37.54594202665519,9
2022-09-29,24.23,29.8,17.8,23.91,2.45,23.01,0.0,6.546624406607347,3.1164044730417584,0.7451323095042844,2.371272163537474,11.757314486799295,37.56346694039309,9
2022-09-30,23.95,30.67,18.3,32.32,4.58,17.22,0.0,7.588493293399375,3.256059946508061,1.0523585747114053,2.2037013717966554,9.894486038172966,37.57919140900436,9
2022-10-01,24.56,31.68,17.9,32.0,8.41,20.23,0.0,10.259222008361302,3.3602574478444125,1.075282383310212,2.2849750645342004,11.177378074401489,37.59312302499632,10
2022-10-02,26.06,34.15,21.95,41.99,5.39,10.11,0.68,7.520984666826952,3.999865687671946,1.67954360225345,2.320322085418496,7.0411350545158475,37.60527159783604,10
2022-10-03,27.64,34.73,20.35,42.11,2.33,19.97,0.04,6.111850947061915,3.964369676041384,1.6693960705810267,2.294973605460357,11.728586750508198,37.615649136007555,10
2022-10-04,28.56,35.3,21.98,26.63,1.44,20.06,0.0,5.655280989955494,4.178647422274574,1.112773808551719,3.0658736137228555,10.943072603113315,37.624269826006085,10
2022-10-05,26.68,33.72,20.67,36.41,4.18,20.06,0.0,7.862620917936516,3.8369645700129853,1.397038799941728,2.439925770071257,11.43891083344355,37.631150008301034,10
